country,year,gender,avg_hourly_earnings_usd
Mexico,2015,A,3.1240009422691792
Mexico,2015,M,3.207921791657546
Mexico,2015,F,3.0330341067792843
Mexico,2014,A,3.5589125155006536
Mexico,2014,M,3.679406981657507
Mexico,2014,F,3.4325249797190636
Mexico,2013,A,3.6261637606768358
Mexico,2013,M,3.73734454101715
Mexico,2013,F,3.5076753234127445
Sweden,2022,A,45.61550370911746
Sweden,2022,M,47.840087554479375
Sweden,2022,F,42.810880224075994
Sweden,2020,A,47.85036694281576
Sweden,2020,M,49.992893678068725
Sweden,2020,F,45.01658580480384
Sweden,2019,A,45.85542984553592
Sweden,2019,M,47.95410474643256
Sweden,2019,F,43.12239477308362
Sweden,2018,A,49.115033982288615
Sweden,2018,M,51.63635931359365
Sweden,2018,F,45.757740708436835
Sweden,2017,A,48.38656378486297
Sweden,2017,M,50.7553004381773
Sweden,2017,F,45.17755923230709
Sweden,2016,A,47.15997738065227
Sweden,2016,M,49.61462432319582
Sweden,2016,F,43.96173398128744
Sweden,2015,A,46.821669920861005
Sweden,2015,M,49.396308505722665
Sweden,2015,F,43.48432182429051
Sweden,2014,A,6.421762718600472
Sweden,2014,M,6.801942732014873
Sweden,2014,F,5.94416916820257
Brazil,2023,A,5.1567964838119815
Brazil,2023,M,5.75146491933602
Brazil,2023,F,4.613852856091663
Brazil,2022,A,4.460715050985532
Brazil,2022,M,4.929669465939729
Brazil,2022,F,4.043077739938916
Brazil,2021,A,3.9318546817642606
Brazil,2021,M,4.270786363824247
Brazil,2021,F,3.6068263048024503
Brazil,2020,A,4.72890162265255
Brazil,2020,M,5.280450550542429
Brazil,2020,F,4.178969192206663
Brazil,2019,A,5.489540371692855
Brazil,2019,M,6.190521550621308
Brazil,2019,F,4.824051910684831
Brazil,2018,A,5.48420664674018
Brazil,2018,M,6.082666192654103
Brazil,2018,F,4.9368351108432975
Brazil,2017,A,5.8146042590251446
Brazil,2017,M,6.480458438139304
Brazil,2017,F,5.208285277102367
Brazil,2016,A,4.886890578555105
Brazil,2016,M,5.410571243268884
Brazil,2016,F,4.428132949758441
Brazil,2015,A,4.586846582978734
Brazil,2015,M,5.070779938063647
Brazil,2015,F,4.130466369228884
Brazil,2014,A,6.091638741523503
Brazil,2014,M,6.763843993349757
Brazil,2014,F,5.444225042715075
Brazil,2013,A,5.932809716691387
Brazil,2013,M,6.470047860417839
Brazil,2013,F,5.410258658908536
Denmark,2014,A,10.813130293275677
Denmark,2014,M,11.538895553945379
Denmark,2014,F,9.725967192084283
Tonga,2023,A,5.492803581373039
Tonga,2023,M,5.872152532179034
Tonga,2023,F,5.026726152966418
Tonga,2021,A,5.454107583465631
Tonga,2021,M,6.3371255408534815
Tonga,2021,F,4.387127551621976
Tonga,2018,A,6.890755261990448
Tonga,2018,M,7.1217636032056575
Tonga,2018,F,6.1522737582992475
Panama,2023,A,6.936666666666667
Panama,2023,M,7.5249999999999995
Panama,2023,F,6.469999999999999
Panama,2022,A,4.915
Panama,2022,M,4.705
Panama,2022,F,5.238333333333333
Panama,2021,A,8.786666666666667
Panama,2021,M,9.081666666666667
Panama,2021,F,8.546666666666667
Panama,2020,A,7.850000000000001
Panama,2020,M,8.208333333333334
Panama,2020,F,7.63
Panama,2019,A,6.873333333333332
Panama,2019,M,7.9049999999999985
Panama,2019,F,5.990000000000001
Panama,2018,A,6.496666666666666
Panama,2018,M,6.666666666666667
Panama,2018,F,6.378333333333333
Panama,2017,A,6.303333333333334
Panama,2017,M,6.671666666666667
Panama,2017,F,6.03
Panama,2016,A,6.133333333333333
Panama,2016,M,7.0200000000000005
Panama,2016,F,5.364999999999999
Panama,2015,A,5.513333333333333
Panama,2015,M,6.096666666666667
Panama,2015,F,5.066666666666666
Panama,2014,A,5.131666666666667
Panama,2014,M,5.535
Panama,2014,F,4.7683333333333335
Panama,2013,A,5.239999999999999
Panama,2013,M,5.670000000000001
Panama,2013,F,4.86
Mauritius,2023,A,4.8129376902015375
Mauritius,2023,M,5.197358574553664
Mauritius,2023,F,4.187982217450558
Mauritius,2022,A,4.576406378579283
Mauritius,2022,M,4.9405377246374105
Mauritius,2022,F,4.137132626911732
Mauritius,2021,A,5.079175607868474
Mauritius,2021,M,5.485966976983672
Mauritius,2021,F,4.628451090693372
Mauritius,2019,A,5.542444574849495
Mauritius,2019,M,5.834681365582113
Mauritius,2019,F,5.1991838042558465
Mauritius,2018,A,6.754345510241067
Mauritius,2018,M,7.277216319502256
Mauritius,2018,F,6.063012661174707
Mauritius,2017,A,6.184153827823647
Mauritius,2017,M,6.715067950869184
Mauritius,2017,F,5.46105884596265
Mauritius,2016,A,5.835462667753966
Mauritius,2016,M,6.411262205670028
Mauritius,2016,F,4.982056381367902
Mauritius,2015,A,6.057425066630155
Mauritius,2015,M,6.529232167697853
Mauritius,2015,F,5.30573803771224
Mauritius,2014,A,6.769074352159714
Mauritius,2014,M,7.270027654755864
Mauritius,2014,F,6.020801209603014
Mauritius,2013,A,5.8249865708982
Mauritius,2013,M,6.284792502394716
Mauritius,2013,F,5.104171558098819
Iraq,2021,A,5.799885057471265
Iraq,2021,M,5.655977011494252
Iraq,2021,F,6.221609195402299
Peru,2023,A,4.6009080111304295
Peru,2023,M,4.900957551478944
Peru,2023,F,4.2456564781955395
Peru,2022,A,4.01024058505213
Peru,2022,M,4.260989264893381
Peru,2022,F,3.6647549689796928
Peru,2021,A,3.273243864142785
Peru,2021,M,3.4989848202905636
Peru,2021,F,3.002148560641115
Peru,2020,A,3.503921613356429
Peru,2020,M,3.712794941606486
Peru,2020,F,3.2446897840488242
Peru,2019,A,3.61373700469089
Peru,2019,M,4.047025869432433
Peru,2019,F,3.159472883703212
Peru,2018,A,3.436375198851837
Peru,2018,M,3.7491601912743358
Peru,2018,F,3.0444811616532226
Peru,2017,A,3.367593546449791
Peru,2017,M,3.5503882416851353
Peru,2017,F,3.1455409300900787
Peru,2016,A,3.1655718640804276
Peru,2016,M,3.5294170764625656
Peru,2016,F,2.7720975627420885
Peru,2015,A,3.1647644171041107
Peru,2015,M,3.468114528924172
Peru,2015,F,2.8350360346910017
Peru,2014,A,3.753375954285975
Peru,2014,M,4.093631319511223
Peru,2014,F,3.4039625771602537
Peru,2013,A,3.419816918091155
Peru,2013,M,3.723307164068941
Peru,2013,F,3.061550383814938
"United States of America",2023,A,40.89
"United States of America",2023,M,45.06333333333333
"United States of America",2023,F,36.67166666666667
"United States of America",2022,A,37.666666666666664
"United States of America",2022,M,40.705
"United States of America",2022,F,34.55
"United States of America",2021,A,35.05166666666667
"United States of America",2021,M,38.655
"United States of America",2021,F,31.459999999999997
"United States of America",2020,A,35.06666666666666
"United States of America",2020,M,38.61166666666667
"United States of America",2020,F,31.451666666666664
"United States of America",2019,A,31.820000000000004
"United States of America",2019,M,34.54333333333334
"United States of America",2019,F,28.86833333333333
"United States of America",2018,A,30.825
"United States of America",2018,M,33.471666666666664
"United States of America",2018,F,27.921666666666663
"United States of America",2017,A,30.64833333333333
"United States of America",2017,M,33.24666666666666
"United States of America",2017,F,27.706666666666663
"United States of America",2016,A,29.028333333333336
"United States of America",2016,M,31.543333333333333
"United States of America",2016,F,26.161666666666665
"United States of America",2015,A,28.513333333333335
"United States of America",2015,M,30.913333333333338
"United States of America",2015,F,25.873333333333335
"United States of America",2014,A,28.014999999999997
"United States of America",2014,M,30.505
"United States of America",2014,F,25.278333333333332
"United States of America",2013,A,27.755
"United States of America",2013,M,30.51
"United States of America",2013,F,24.68166666666666
Indonesia,2023,A,1.598456675376724
Indonesia,2023,M,1.7776215808379565
Indonesia,2023,F,1.3302098022579378
Indonesia,2022,A,1.714518547412539
Indonesia,2022,M,1.8495572493832146
Indonesia,2022,F,1.6007557000523196
Indonesia,2021,A,1.8897377735872354
Indonesia,2021,M,2.0150436841498847
Indonesia,2021,F,1.7546080870707865
Indonesia,2020,A,1.687164658457151
Indonesia,2020,M,1.8387337729290831
Indonesia,2020,F,1.4666750042635401
Indonesia,2019,A,1.6477888414211295
Indonesia,2019,M,1.8058516026354097
Indonesia,2019,F,1.4083456675585764
Indonesia,2017,A,1.6990926628673002
Indonesia,2017,M,1.8501754243477209
Indonesia,2017,F,1.4765667953752608
Indonesia,2016,A,1.0238141530481666
Indonesia,2016,M,1.131932427774576
Indonesia,2016,F,0.8776044382126154
Indonesia,2015,A,1.0945034012687724
Indonesia,2015,M,1.2110441344136398
Indonesia,2015,F,0.95463020377454
Indonesia,2014,A,1.1537765032699623
Indonesia,2014,M,1.30649691884028
Indonesia,2014,F,0.9706283109846444
